Title,DOI,Link,Abstract,Author Keywords
"Computational models of algorithmic trading in financial markets (doctoral consortium)",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944687868&partnerID=40&md5=121b312e6845a19ef7b7668708716eea","In today's financial markets, algorithmic trading, the use of quantitative algorithms to automate the submission of orders, is responsible for the majority of trading activity. To better understand the societal implications of algorithmic trading, I construct computational agent-based models comprised of investors and algorithmic traders. I examine two overlapping types of algorithmic traders: high-frequency traders, who exploit speed advantages for profit, and market makers, who facilitate trade and supply liquidity by simultaneously maintaining offers to buy and sell. I employ simulation and empirical game-theoretic analysis to study trader behavior in equilibrium, that is, when all traders best- respond to their environment and other agents' strategies. I focus on the impact of algorithmic trading on allocative efficiency, or overall gains from trade, and the potential for a call market, in which orders are matched to trade at periodic intervals, to mitigate the latency advantages of high- frequency traders. Copyright © 2015, International Foundation for Autonomous Agents and Multiagent Systems (www.ifaamas.org). All rights reserved.","Agent-based simulation; Allocative efficiency; Frequent call market; High-frequency trading; Market making"
"Experimental Computational Simulation Environments for Big Data Analytic in Social Sciences","10.1016/B978-0-444-63492-4.00011-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944605114&doi=10.1016%2fB978-0-444-63492-4.00011-3&partnerID=40&md5=b39da62a4776f743e0034711a9db1b05","Experimental computational simulation environments (e.g., Galas, 2014) are increasingly being developed by major financial institutions to model their analytic algorithms; this includes evaluation of algorithm stability, estimation of its optimal parameters, and the expected risk and performance profiles. Such environments rely on big data analytics (e.g., McAfee and Brynjolfsson, 2012), as part of their software infrastructure, to enable large-scale testing, optimization, and monitoring of algorithms running in virtual or real mode.At UCL, we believe that such environments will have a profound impact on the way research is conducted in social sciences. Consequently, for the last few years, we have been working on our DRACUS system, a state of-the-art computational simulation environment, believed to be the first available for academic research in Computational Finance, specifically Financial Economics. As part of the DRACUS project, we work to support simulations in algorithmic trading, systemic risk, and sentiment analysis. © 2015 Elsevier B.V.","Big data analytics; Computational simulation environments; Financial software systems"
"Impact of position-based market makers to shares of markets’ volumes – An artificial market approach","10.1527/tjsai.30_675","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941110837&doi=10.1527%2ftjsai.30_675&partnerID=40&md5=8f5fd90c1d77f4e49c8f8e45ae05fe34","We analyzed the impact of position-based market maker, which tries to maintain its neutral position, to the competition among stock exchanges by an artificial market simulation approach. In the previous study, we built an artificial market model and investigated for the impact of non-position-based market maker’s spread to the markets’ shares of trading volumes. However it had the serious problem that the non-position-based market maker is too simple to manage its own position properly and so we could not judge weather the result of previous study is correct or not. Thus in this study, we made a position-based market maker and explored the competition, in terms of taking markets’ shares of trading volumes, between two artificial financial markets that have exactly the same specifications except existing a market maker, the non-position-based market maker or the position-based market maker. As a result, we found that the position-based market maker can acquire the share of trading volumes from the competitor even though its spread is bigger than bid-offer-spread of the competitor. Moreover, we revealed that position-based market maker can get a profit even in the situation that its spread or tick sizes of the stock exchanges are small. In addition to that, position-based market maker made a profit in almost all experiments which we conducted in this research by changing its spread and tick sizes of markets. At last, we confirmed that position-based market maker can manage its position properly compared to non-position-based market maker. In conclusion, the position-based market maker can not only supply liquidity to stock exchanges and contribute to acquire the share from the competitor as well as the non-position-based market maker does, but also manage its own position properly and make a profit. © 2015, Japanese Society for Artificial Intelligence. All rights reserved.","Competition among markets; High frequency trading; Market maker; Multi agent-based; Share of trading volume; Simulation"
"2015 National Conference on Parallel Computing Technologies, PARCOMPTECH 2015",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936879117&partnerID=40&md5=e62ac3c293d9807f1367b2f2357b6fcf","The proceedings contain 11 papers. The topics discussed include: performance analysis of the parallel code execution for an algorithmic trading system, generated from UML models by end users; DVFS based heterogeneous scheduling for power optimisation and load balancing in HPC clustersaper; security strengthening by combining fingerprints; designing a parallel algorithm for heat conduction using MPI, OpenMP and CUDA; a technical survey on various VDC request embedding techniques in virtual data center; analysis of performance enhancement on graphic processor based heterogeneous architecture: a CUDA and MATLAB experiment; multithreaded implementation of data intensive applications with overlapped I/O and computation; energy efficient rescheduling algorithm for high performance computing; crawling through web to extract the data from social networking site - Twitter; and MRA: multi-level routing algorithm to balance the traffic load in wireless ad hoc network.",
"Transnational capital and the technology of domination and desire","10.1177/0306396815581780","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931054787&doi=10.1177%2f0306396815581780&partnerID=40&md5=60c708c6071bced900acf29040a5721b","The revolution in information technologies has brought about a fundamental shift in the productive forces. It has become the organising tool of the transnational capitalist class in their drive to global financialisation and production. In important areas information technology has radically reduced the socially necessary labour time to produce great concentrations of wealth, the results of which have significant impacts on social relations. Additionally, the desire for new information technology products, particularly in the realm of social networking and media, has led to a monetarisation of our private information. The control of mega data servers, by both the state security apparatus and information technology corporations, has led to new forms of coercion. This dialectic, of consent and coercion, is consistent with Gramsci’s theory of cultural and ideological hegemony. © 2015 Institute of Race Relations.","Finance capital; High frequency trading; Information technology; Mega data; Transnational capitalist class"
"Ontology-supported design of domain-specific languages: A complex event processing case study","10.4018/978-1-4666-6042-7.ch016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945986553&doi=10.4018%2f978-1-4666-6042-7.ch016&partnerID=40&md5=abc256d943513346952b528e272a9625","This chapter introduces a novel approach for design of Domain-Specific Languages (DSL). It is very common in practice that the same problems emerge in different application domains (e.g. the modeling support for complex event processing is desirable in the domain of algorithmic trading, IT security assessment, robust monitoring, etc.). A DSL operates in one single domain, but the above-mentioned cross-domain challenges raise the question: is it possible to automate the design of DSLs which are so closely related? This approach demonstrates how a family of domain-specific languages can be developed for multiple domains from a single generic language metamodel with generative techniques. The basic idea is to refine the targeted domain with separating the problem domain from the context domain. This allows designing a generic language based on the problem and customizing it with the appropriate extensions for arbitrary contexts, thus defining as many DSLs and as many contexts as one extends the generic language for. The authors also present an ontology-based approach for establishing contextspecific domain knowledge bases. The results are discussed through a case study, where a language for event processing is designed and extended for multiple context domains. © 2014 by IGI Global. All rights reserved.",
"Single stock dynamics on high-frequency data: From a compressed coding perspective","10.1371/journal.pone.0085018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896119472&doi=10.1371%2fjournal.pone.0085018&partnerID=40&md5=5d12874fc336dc223a45a2cb8460a2ea","High-frequency return, trading volume and transaction number are digitally coded via a nonparametric computing algorithm, called hierarchical factor segmentation (HFS), and then are coupled together to reveal a single stock dynamics without global state-space structural assumptions. The base-8 digital coding sequence, which is capable of revealing contrasting aggregation against sparsity of extreme events, is further compressed into a shortened sequence of state transitions. This compressed digital code sequence vividly demonstrates that the aggregation of large absolute returns is the primary driving force for stimulating both the aggregations of large trading volumes and transaction numbers. The state of system-wise synchrony is manifested with very frequent recurrence in the stock dynamics. And this data-driven dynamic mechanism is seen to correspondingly vary as the global market transiting in and out of contraction-expansion cycles. These results not only elaborate the stock dynamics of interest to a fuller extent, but also contradict some classical theories in finance. Overall this version of stock dynamics is potentially more coherent and realistic, especially when the current financial market is increasingly powered by high-frequency trading via computer algorithms, rather than by individual investors. © 2014 Fushing et al.",
"7th European Workshop on Probabilistic Graphical Models, PGM 2014",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030311741&partnerID=40&md5=ccca1a0af631d09d6b6c4630b2339be4","The proceedings contain 38 papers. The special focus in this conference is on Probabilistic Graphical Models. The topics include: Structural sensitivity for the knowledge engineering of bayesian networks; a pairwise class interaction framework for multilabel classification; from information to evidence in a bayesian network; learning gated bayesian networks for algorithmic trading; local sensitivity of bayesian networks to multiple simultaneous parameter shifts; bayesian network inference using marginal trees; on SPI-lazy evaluation of influence diagrams; extended probability trees for probabilistic graphical models; mixture of polynomials probability distributions for grouped sample data; trading off speed and accuracy in multilabel classification; robustifying the viterbi algorithm; extended tree augmented naive classifier; evaluation of rules for coping with insufficient data in constraint- based search algorithms; supervised classification using hybrid probabilistic decision graphs; towards a bayesian decision theoretic analysis of contextual effect modifiers; minimizing relative entropy in hierarchical predictive coding; treewidth and the computational complexity of MAP approximations; bayesian networks with function nodes; a new method for vertical parallelisation of TAN learning based on balanced incomplete block designs; equivalences between maximum a posteriori inference in bayesian networks and maximum expected utility computation in influence diagrams; inhibited effects in CP-logic; learning marginal AMP chain graphs under faithfulness; min-BDeu and max-BDeu scores for learning bayesian networks; on expressiveness of the amp chain graph interpretation; learning bayesian network structures when discrete and continuous variables are present; learning neighborhoods of high confidence in constraint-based causal discovery; causal independence models for continuous time bayesian networks.",
"Exploring Irregular Time Series through Non-Uniform Fast Fourier Transform","10.1109/WHPCF.2014.8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988221405&doi=10.1109%2fWHPCF.2014.8&partnerID=40&md5=f1203b553d8efb94c2dc3c9f49e5a0ea","Most popular analysis tools on time series require the data to be taken at uniform time intervals. However, the realworld time series, such as those fromnancial markets, are typically taken at irregular time intervals. It is a common practice to resample or bin the irregular time series into a regular one, but there are significant limitations on this practice. For example, if one is to resample the trading activities of a stock into hourly series, then the time series can only last through the trading day, because there usually is no trading in the night. In this work, we explore the dynamics of irregular time series through a high-performance computing algorithm known as Non-Uniform Fast Fourier Transform (NUFFT).To illustrate its effectiveness, we apply NUFFT on the trading records of natural gas futures contracts for the last seven years. Tests show that NUFFT results accurately capture well-known structural features in the trading records, such as weekly and daily cycles. At the same time the results also reveal unexplored features, such as the presence of multiple power laws. In particular, we observe an emerging power law in the Fourier spectra in recent years. We also detect a strong Fourier component at the precise frequency once per minute, which implies significant automated trading activities might be triggered by clock. © 2014 IEEE.",
"Dimensionality issues in searching for the best portfolio",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941695308&partnerID=40&md5=c1fcc5fbb16afe9ea119940b411d70e0","This work analyses dimensionality issues in automated trading portfolio construction. We suggest the best risk/return portfolio creation schema for automated trading. Study shows that effectiveness of standard portfolio weight calculation rules depends on the dimensionality and sample size ratio. To solve sample size problem a multistage multi-agent system is suggested. In the first stage simple expert agents are created. Then they are used in mean-variance framework in order to form more complex output fusion agents. We employ cost sensitive set of perceptrons to find the most successful fusion agents. Experiments on large scale real world data confirm the effectiveness of the new approach. © Kaunas University of Technology, 2014.","Automated trading; Large scale data; Multiagent systems; Sampling problems"
"An empirical study of collaboration methods for CEP based on algorithmic trading",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924746287&partnerID=40&md5=831f15de70f56464021fbce0af1e697e","Algorithmic trading has become more popular with large institutional investors these days. Complex event processing is a typical data processing technique which becomes the new spotlight of researches. In order to obtain semantic data, in this paper, we investigate the definition, detection, and management of events in the architecture of complex event processing based on algorithmic trading. Especially we propose a corresponding event model and develop an algorithm that can efficiently detect complex event over event stream. © 2014, Journal of Chemical and Pharmaceutical Research. All Rights Reserved.","Algorithmic trading; Complex event processing; Data stream management system; Volume Weighted Average Price"
"A formal model for investment strategies to enable automated stock portfolio management",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923414144&partnerID=40&md5=8a57f153587e956d35c979e25d6cc23f","In this paper, we develop a formal model to specify a stock investment strategy. Based on an extensive review of investment literature, we identify determinants for portfolio performance - such as risk attitude, rebalancing interval or number of portfolio positions - and formalize them as model components. With this model, we aim to bridge the gap between pure decision support and algorithmic trading systems by enabling the implementation of investment approaches into an executable specification which forms the foundation of an automated portfolio management system. Such a system helps researchers and practitioners to specify, test, compare and execute investment approaches with strong automation support. To ensure the technical applicability of our model, we implement a prototype and use it to show the effectiveness of the model components on portfolio performance by running several investment scenarios.","Investment decision support; Investment strategy; Investment strategy model; Portfolio management; Stock investment"
"Holonic Intelligent Multi-Agent Algorithmic Trading System (HIMAATS)",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922323817&partnerID=40&md5=d4180fb07c7b8bcb79366fac59693336","In the last few years, the financial industry has witnessed a growing demand for an integrated multi-asset, multi-strategy trading system that allows traders to simultaneously trade different types of assets, and provides real-time risk assessments, status, and performance of the diversified portfolio. However, many factors contribute to the complexity of developing such integrated decision-making systems. Some of these factors include: the inherent diversity of financial assets, the heterogeneity of trading and risk assessment strategies, and the highly dynamic nature of financial markets. Moreover, the large volume of data to be analyzed severely affects the system's ability to make timely decisions, especially, for high-frequency trading. This paper proposes a novel Holonic Intelligent Multi-Agent Algorithmic Trading System (HIMAATS) to address the software functional requirements (multi-asset, multi-strategy, real-time risk assessment, etc.), and non-functional requirements (autonomy, high-throughput, low-latency, modularity, scalability, etc.). ISCA Copyright © 2014.","Algorithmic trading systems; Holonic systems; Multi-agent systems; Multi-asset trading; Multi-strategy trading"
"Revisiting agent-based models of algorithmic trading strategies","10.1007/978-3-662-44871-7_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921649404&doi=10.1007%2f978-3-662-44871-7_4&partnerID=40&md5=2edd3c1f5a9451a389350bf622a7b428","Algorithmic trading (AT) strategies aim at executing large orders discretely, in order to minimize the order’s impact, whilst also hiding the traders’ intentions. The contribution of this paper is twofold. First we presented a method for identifying the most suitable market simulation type, based on the specific market model to be investigated. Then we proposed an extended model of the Bayesian execution strategy. We implemented and assessed this model using our tool AlTraSimBa (ALgorithmic TRAding SIMulation BAcktesting) against the standard Bayesian execution strategy and na¨ıve execution strategies, for momentum, random and noise markets, as well as against historical data. Our results suggest that: (i) momentum market is the most suitable model for testing AT strategies, since it quickly fills the Limit Order book and produces results comparable to those of a liquid stock; (ii) the priors estimation method proposed in this paper − within the Bayesian adaptive agent model − can be advantageous in relatively stable markets, when trading patterns in consecutive days are strongly correlated, and (iii) there exists a trade-off between the frequency of decision making and more complex decision criteria, on one side, and the negative outcome of lost trading on the agents’ side due to them not participating actively in the market for some of the execution steps. © Springer-Verlag Berlin Heidelberg 2014.","Algorithmic trading; Backtesting; Bayesian adaptive agents; Simulation"
"A trend tracking strategy for gold future: An artificial neutral network analysis","10.1109/BIFE.2013.8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917671477&doi=10.1109%2fBIFE.2013.8&partnerID=40&md5=99e0aa81c1a7b7203452777393cdd521","In this paper, we construct a simple data-driven trend tracking strategy for gold future in a view of contrarians. The artificial neutral network (ANN) is adopted to determine the price trend signal, by which the degree of tightness could be adjusted based on observed data. We attempt to capture the small profits when the price is deviated from the Bollinger band in the gold future market by intraday trading. High frequency data of gold future is used to train and test the strategy. Despite of the trading cost, the back-tests show that our strategy has delivered positive returns and is adaptive to different price trends. Finally, we evaluate the profitability with the consideration of trading cost, revealing that the strategy is applicable in practice. © 2013 IEEE.","algorithmic trading; gold future; neural network; technical analysis; trend tracking"
"Combining piecewise linear regression and a granular computing framework for financial time series classification",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908691465&partnerID=40&md5=20110b75c1e6e3b4d883ee32f4a88c56","Finance is a very broad field where the uncertainty plays a central role and every financial operator have to deal with it. In this paper we propose a new method for a trend prediction on financial time series combining a Linear Piecewise Regression with a granular computing framework. A set of parameters control the behavior of the whole system, thus making their fine tuning a critical optimization task. To this aim in this paper we employ an evolutionary optimization algorithm to tackle this crucial phase. We tested our system on both synthetic benchmarking data and on real financial time series. Our tests show very good classification results on benchmarking data. Results on real data, although not completely satisfactory, are encouraging, suggesting further developments.","Algorithmic trading; Evolutionary optimization; Granular computing; Linear Piecewise Regression; Sequential pattern mining; Time series classification"
"Algorithmic trading behavior identification using reward learning method","10.1109/IJCNN.2014.6889878","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908472703&doi=10.1109%2fIJCNN.2014.6889878&partnerID=40&md5=ddc139e54cc186fd1884a40ed5b9c9f1","Identifying and understanding the impact of algorithmic trading on financial markets has become a critical issue for market operators and regulators. Advanced data feed and audit trail information from market operators now make the full observation of market participants' actions possible. A key question is the extent to which it is possible to understand and characterize the behavior of individual participants from observations of trading actions. In this paper, we consider the basic problems of categorizing and recognizing traders (or, equivalently, trading algorithms) on the basis observed limit orders. Our approach, which is based on inverse reinforcement learning (IRL), is to model trading decisions as a Markov decision process and then use observations of an optimal decision policy to find the reward function. The approach strikes a balance between two desirable features in that it captures key empirical properties of order book dynamics and yet remains computationally tractable. Making use of a real-world data set from the E-Mini futures contract, we compare two principal IRL variants, linear IRL and Gaussian process IRL. Results suggest that IRL-based feature spaces support accurate classification and meaningful clustering. © 2014 IEEE.","Algorithmic Trading; Behavioral Finance; Gaussian Process; High Frequency Trading; Inverse Reinforcement Learning; Markov Decision Process; Support Vector Machine"
"Risk-averse reinforcement learning for algorithmic trading","10.1109/CIFEr.2014.6924100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908145872&doi=10.1109%2fCIFEr.2014.6924100&partnerID=40&md5=9569e9ebb4b6b52ff70b09f6cd66cf2f","We propose a general framework of risk-averse reinforcement learning for algorithmic trading. Our approach is tested in an experiment based on 1.5 years of millisecond time-scale limit order data from NASDAQ, which contain the data around the 2010 flash crash. The results show that our algorithm outperforms the risk-neutral reinforcement learning algorithm by 1) keeping the trading cost at a substantially low level at the spot when the flash crash happened, and 2) significantly reducing the risk over the whole test period. © 2014 IEEE.",
"High frequency trading an analysis regarding volatility and liquidity starting from a base case of algorithms and a dedicated software architecture","10.1109/CIFEr.2014.6924075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908131320&doi=10.1109%2fCIFEr.2014.6924075&partnerID=40&md5=34d4c99bd06d8f0f49eb08b6919337b2","High-frequency algorithmic trading has had significant success in recent years due to technological advances and innovations around trading activities. The technique involves the use of algorithms to acquire, process and react to market information at high speed. This paper introduces a reference architecture for performing such trading and dissects a example transaction. We show the life-cycle of the connections between the client and the trading platform; the structure and dynamics of the data processed by the algorithm, and the response of the trading platform. The paper helps understand the components involved in this process and acts as a basic use-case that allows the reader to develop further more sophisticated financial applications. © 2014 IEEE.",
"Quality and consistency assurance of quote data for algorithmic trading strategies","10.1109/CIFEr.2014.6924081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908126148&doi=10.1109%2fCIFEr.2014.6924081&partnerID=40&md5=b9f4372c7b7f1275194b7ec30d7ea727","Quote data are a vital part of information almost every trading algorithm relies on. While increasing effort is put into making trading algorithms better, the quote data as foundation of the algorithms is often asserted to be perfect. In reality, much work is needed to acquire good quote data. This paper shows methods of collecting and storing quote data and how to measure and improve its quality and completeness. Applying these methods leads to greatly improved results and higher speed of algorithms which rely on this quote data. © 2014 IEEE.",
"The effect of probability and uncertainty models on hedge fund performance analysis",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906809202&partnerID=40&md5=58c146f4c7fa481263c66d884b8270f3","This paper implements two types of framework to investigate the outperformance, selectivity, and market timing skills in hedge funds: uncertainty and probability. Using the uncertainty framework, the paper develops an uncertain fuzzy credibility regression model in the form of a linear and quadratic CAPM in order to estimate these performance skills. Using the probability framework the paper implements frequentist and Bayesian CAPMs (linear and quadratic) to estimate the same performance skills. We consider a data set of monthly investment style indices published by Hedge Fund Research group. The data set extends from January 1995 to June 2010. We divide this sample period into four overlapping sub-sample periods that contain different market trends. Using the probability framework, our results show that bounded rationality triggers inefficiencies in the market that fund managers can utilise to outperform the market. This market outperformance is due to selectivity and market timing skill during periods of economic recovery only. We admit that these results contradict the rational expectations model. However, with the uncertainty framework this effect disappears on behalf of the rational expectations model and the efficient market hypothesis. This disappearance may be a result of the increased amount of high frequency trading witnessed recently that has made market inefficiencies, which are the main source of hedge fund performance, rarer.","Hedge fund performance analysis; Probability and uncertainty models"
"Fast, low-memory algorithm for construction of nanosecond level snapshots of financial markets","10.1145/2616498.2616501","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905484608&doi=10.1145%2f2616498.2616501&partnerID=40&md5=d099612643d0c91802a53a7f67c2cd50","We present a fast, low-memory algorithm for constructing an order-by-order level snapshot of financial markets with nanosecond resolution. This new implementation is 20-30x faster than an earlier version of the code. In addition, since message data are retained only for as long as it they are needed, the memory footprint is greatly reduced. We find that even the heaviest days of trading spanning the NASDAQ, NYSE and BATS exchanges can now easily be handled using compute nodes with very modest memory (~ 4 GB). A tradeoff of this new approach is that the ability to efficiently manage large numbers of small files is more critical. We demonstrate how we can accommodate these new I/O requirements using the solid-state storage devices (SSDs) on SDSC's Gordon system. Copyright 2014 ACM.","High-frequency trading; Parallel computing; Performance tuning"
"Steps towards a high-frequency financial decision support system to pricing options on currency futures with neural networks","10.1504/IJADS.2014.063228","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903946112&doi=10.1504%2fIJADS.2014.063228&partnerID=40&md5=7ef033b7da0d404ae782aa99b86df3a3","In this paper, we present steps towards a model-driven financial decision support system (FDSS) to pricing options on currency futures, which can be embedded in a high-frequency trading process. Due to the difficulty of option valuation, we provide an alternative heuristic option pricing approach with neural networks. We show that the use of neural networks is not only suitable in generating accurate trading signals, but also in generating automated fast run-time trading signals for the decision taker. To achieve this, we conduct an experiment with an empirical tick data set of EUR/USD options on currency futures of four weeks. An essential advantage of our approach is the simultaneous pricing across different strike prices and parsimonious use of input variables. Nevertheless, we also have to take particular limitations into account, which give us useful hints for further research and steps. Copyright © 2014 Inderscience Enterprises Ltd.","Design science; FDSS; Financial decision support system; High-frequency data; Neural networks; Option pricing; Trading systems"
"Accelerating option risk analytics in R using GPUs",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901829715&partnerID=40&md5=216c7760cfb3ba8b8ae1fbc2ecc2caf6","Broadly, a major prerequisite for analytics applications is robustness to modeling idiosyncrasies. As a result, there is a demand for comprehensive model exploration and validation in high level statistical programming environments such as R. Many financial applications require on-demand processing, which in turn requires fast modeling and calibration computations. In this paper we describe our work on speeding up the calibration of a Heston stochastic volatility model, a financial application, on GPUs. The Heston volatility model is used extensively across the capital markets to price and measure the market risk of exchange traded financial options. However, a typical R based implementation of the Heston model calibration on a CPU does not meet the performance requirements for sub-minute level trading, i.e. mid to high frequency trading. The calibration of a Heston model is performed over M option data points which remains fixed during the calibration computation. The most computation intensive part of this computation is the ErrorFunction() which estimates the error between market observed and model option prices. We have implemented the ErrorFunction() using a Map-Reduce design pattern leading to efficient implementation on various architectures including GPUs. In this paper, we describe the implementation of a GPU optimized kernel for this computation that can be called by the R script performing the calibration process. For M = 1024 we demonstrate a factor of 760x improvement in the overall calibration time over the R sequential implementation by off-loading ErrorFunction() on a system with an Intel Core i5 processor and NVIDIA Tesla K20c (Kepler architecture) consisting of 2496 cores. Note that not all the performance gain is due to the GPU- partly it is due to the reduction in the overhead of R for the Heston model calculation. For comparison we also implemented the calibration code using C/C + +. We observed a speed up of 230x for the GPU based implementation over the C/C + + indicating that a factor of 3.4x improvement is due to avoiding the R overhead for the Heston model calculation. However, the overall calibration time using R based optimization routines combined with the GPU off-loaded ErrorFunction() is comparable to a C/C + + GPU based calibration code.","Calibration; Financial option modeling; GPGPU computing; R"
"Self-Organizing Systems - 7th IFIP TC 6 International Workshop, IWSOS 2013, Revised Selected Papers",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899127076&partnerID=40&md5=8c453c2d3a8eca133ea228f4a4ad4d08","The proceedings contain 20 papers. The topics discussed include: automated trading for smart grids: can it work?; a semantic-based algorithm for data dissemination in opportunistic networks; characteristic analysis of response threshold model and its application for self-organizing network control; emergence of global speed patterns in a traffic scenario; on the efficiency of information-assisted search for parking space: a game-theoretic approach; the relative disagreement model of opinion dynamics: where do extremists come from?; modeling the emergence of a new language: naming game with hybridization; trust-based scenarios - predicting future agent behavior in open self-organizing systems; addressing phase transitions in wireless networking optimization; and on the local approximations of node centrality in Internet router-level topologies.",
"FINPAGE: Generating high performance feed-specific parser circuits","10.1109/GlobalSIP.2013.6737095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897692096&doi=10.1109%2fGlobalSIP.2013.6737095&partnerID=40&md5=9e2440c0f823d47ad02917009508df40","The low latency and high throughput requirements of high-frequency trading has resulted in increasing adoption of dedicated hardware for processing financial feeds. Development of hardware platforms, however, is plagued with slow design/verification cycles compared to their software counterparts. In this work, we present FINPAGE, a FINancial PArser GEnerator, to automatically generate hardware structures for parsing financial feeds. Given a high-level feed format description, FINPAGE generates an area-efficient hardware parser capable of processing feeds at line rate. © 2013 IEEE.",
"High-frequency trading with type-2 fuzzy logic time series forecasting and hilbert transforms",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896157622&partnerID=40&md5=fda7775067e56540e1b8c7815ec94095","This chapter proposes a hybrid high-frequency trading application based on a Type-2 Fuzzy Logic approach combined with Hilbert transforms for the detection of periodicities in high-frequency FX data. Most trading systems have concentrated on using common analytic waveforms and have not taken into consideration phasors and complex variables. The Hilbert transform, often employed to convert signal variables in analytic waveforms to complex variables, will be used for the measurement of market cycles, rather than measurement of market trends. The main objective is to investigate how the periods of the dominant cycle in a cycle mode can be quantified in order to create an amplitude compensation of the In-Phase and Quadrature components, alongside methods of smoothing and de-trending the analytic signal. The subsequent output can be defuzzified using Type 2 Fuzzy-Logic techniques, which will in turn refine the implementation of trading strategies. Type-2 Fuzzy Logic systems are becoming more popular as they account for uncertainties that are not captured within a Type-1 Fuzzy Logic system. These Type-2 systems outperform traditional Fuzzy Logic systems in forecasting problems since they can account for more variables in a more efficient way. © 2013 by Nova Science Publishers, Inc. All rights reserved.",
"Trading races","10.1049/et.2013.0612","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894382742&doi=10.1049%2fet.2013.0612&partnerID=40&md5=2209945be0f92abca48a2e92c7496005","Stock traders are pushing IT to its limits in their obsessive pursuit of high-value market advantage. Firms pay a premium to have their own high-speed computers sitting as close as possible to the trading venues in colocation facilities to minimize the communications time putting those using the standard consolidated feed, which first combines the many different data streams provided by exchanges before the updates are relayed, at a disadvantage. Colocation and fast parallel processing hardware lets the HFT (high-frequency trading) systems act rapidly on any incoming news of trades. Across the Atlantic, MEPs in the European Parliament voted for a bill that could curb the more abusive activities of algorithmic trading. The measure restricts the speed with which orders can be withdrawn from the market, they would have to remain on the system for more than 100ms.",
"An integrated multi-asset, multi-strategy algorithmic trading system",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894212316&partnerID=40&md5=0f193306b1ed71ae1997393818886f95","In the last few years, the financial industry has witnessed a growing demand for an integrated multi-asset, multi-strategy trading system that allows traders to simultaneously trade different types of assets, and provides real-time risk assessments, status, and performance of the diversified portfolio. However, many factors contribute to the complexity of developing such integrated decision-making systems. Some of these factors include: the inherent diversity of financial assets, the heterogeneity of trading and risk assessment strategies, and the highly dynamic nature of financial markets. Moreover, the large volume of data to be analyzed severely affects the system's ability to make timely decisions, especially, for high-frequency trading. This paper proposes a novel Holonic Intelligent Multi-Agent Algorithmic Trading System (HIMAATS) to address the software functional requirements (multi-asset, multi-strategy, real-time risk assessment, etc.), and non-functional requirements (autonomy, high-throughput, low-latency, modularity, scalability, etc.).","Algorithmic Trading Systems; Holonic Systems; MultiAgent Systems"
"Architectural considerations for multi-asset, multi-strategy algorithmic trading systems",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894172097&partnerID=40&md5=18911aaf3a30a379c7ff7aa85b2d916e","Algorithmic trading systems are data intensive software systems that employ precise set of rules and mathematical models to analyze the financial data/news, generate buy/sell signals when trading opportunities are discovered, decide on quantities, and finally, submit orders to one or more exchanges. The development of a multi-asset, multi-strategy algorithmic trading system is a complex and multidimensional problem. Therefore, it is imperative that careful decisions are made regarding the best suited system architecture that meets the software functional requirements (multi-asset, multi-strategy, real-time risk assessment, etc.), and non-functional requirements (autonomy, high-throughput, low-latency, modularity, scalability, etc.). This paper discusses architecture paradigms that can serve as candidates for consideration to design a multi-asset, multi-strategy algorithmic trading system. The paper highlights the pros and cons of each one of these architecture paradigms and provides a body of argument that favours the holonic paradigm as the most suitable one.","Algorithmic trading systems; Architecture paradigms; Holonic systems"
