Authors,Author(s) ID,Title,Year,Volume,Issue,Page start,Page end,Cited by,Author Keywords,Language of Original Document,Abstract
"Delvasto P., Aldao B.I., Ravotti D.S.",23974556900;56116007600;56116231700;,Characterization of electric arc furnace steel dust generated in Venezuela and preliminary assessment of its leachability with diluted organic acids [Caracterización de polvos de acería eléctrica producidos en Venezuela y evaluación preliminar de su lixiviabilidad con ácidos orgánicos diluidos],2011,78,169,,,1.0,Characterization; Electric arc furnace dust; Heavy metals; Leaching; Organic acids,English; Spanish,"Electric arc furnace dust from steelmaking were studied. The chemical analysis of the dusts was as follows (by weight): 27.0% Fe; 7.1% Mg; 4.9% Zn; 4.0% Ca and 0.5% Pb. Spinels, Fe3O4, CaCO3, SiO2, ZnO and PbO were the main mineral phases identified in the dusts through X-ray diffraction and Fourier transform infrared spectroscopy. Scanning electron microscopy showed that dusts comprised agglomerated spheroidal particles, whose sized ranged from 120 to 0.25 μm. The leachability of the dust was assessed during 28 days in percolation columns. Water and diluted organic acids were employed as leaching agents. The objective was to evaluate the behavior of this residue under conditions similar to those encountered in soils, as a consequence of microbial activity. The leachability of Zn and Pb was found to be between 80 and 16 mg per kg of dusts, per month. © 2012 2006, Revista DYNA."
"Quintero M.P.G., Dominguez G.A.Z., Rincón J.A.D.",57212972214;56116034900;56115969000;,Use of LabView to control systems in chemical engineering [Uso de LabView para sistemas de control en ingeniería química],2011,78,169,,,0.0,Automatic control; Chemical engineering; LabView; Simulink,English; Spanish,"A control system was implemented to a multipurpose plant which has a level control, temperature control and pressure control. Was developed an interface in LabView 9.1 to have a best visualization of the operation and the correct interaction with the plant was confirmed, obtaining the set-point values with a margin of error between 3 to 5%. Moreover, a simulation in Simulink of MATLAB was made to the temperature control and we found that the experimental data and the simulation are in agreement. © 2012 2006, Revista DYNA."
"Claros I.D., Collazos C.A., Guerrero L.A.",36607563400;8568805300;7006029401;,"Digital workbook, a model supporting collaboration [Libro de trabajo digital, un modelo para apoyar la colaboración]",2011,78,169,,,0.0,Awareness; Collaborative evaluation technique; Group support systems; Groupware frameworks; Tablet PC,English; Spanish,"Taking into account the development of new software tools supporting collaboration, this paper introduces the architecture and experimental results of a set of software tools supporting collaboration based on Digital Workbook Metaphor, in collaborative evaluation scenarios. The platform used has been Tablet Pc, because offers an interaction based on schemes closer to the user and the metaphor of the proposed design. The prototypes developed allow verify the validity of this proposal as a model for supporting collaborative work incorporating awareness mechanisms, becoming a technological reference for the future development of groupware systems based on Tablet PC. © 2012 2006, Revista DYNA."
"Gómez C., Lopera E.",55911383500;36338209500;,Experimental evaluationof theminimumfluidizationvelocitiesfor mixturesofColombian residual coal and agricultural wastes [Evaluación experimental de las velocidades mínimas de fluidización para mezclas de carbón ripio y residuos agrícolas Colombianos],2011,78,169,,,3.0,Coal-biomass mixtures; Fluidized bed; Minimum fluidization velocity,English; Spanish,"A systematic experimental study is conducted to determine fluid dynamic properties such as the particle size distribution, bulk density, fluidizing velocity, etc.,of mixtures ofresidualcoal, a waste from the mining activity in Colombia, and agricultural wastes like rice husks, sawdust and coffee shells. From the results obtained in this study, optimal mixtures showing the best cold fluid dynamicswere recommended, for further evaluation in co-gasification process. © 2012 2006, Revista DYNA."
"Alvarez J.M.G., Targarona J.C.G.",55420807700;55026246000;,Wind generation using different generators considering their impact on power system [Generación eólica empleando distintos tipos de generadores considerando su impacto en el sistema de potencia],2011,78,169,,,4.0,Alternate current generators; Contingencies; Energetic transference; Wind energy,English; Spanish,"Among renewable energy, wind energy is the most commonly used because it is competitive from the standpoint of cost and general permits for construction are easily obtained. However, despite its advantages, the use of wind also presents two the most serious disadvantages from the engineering point of view: the energy efficiency of electric generators and the impact that wind farms cause on the power system. The improvement in one of the limitations could adversely affect the other, so the solution must be found for both problems in tandem. Given this problem posed, it is of fundamental importance for the analytical study of the wind generators operating schemes, to determine which scheme is able to transfer the largest energy value, thus improving the wind utilization and reducing their power system impact. © 2012 2006, Revista DYNA."
Gutirrez J.V.R.,56116235700;,Evaluation of organic matter in the cold river supported in Qual2k version 2.07 [Evaluación de la materia orgánica en el río frío soportada en el Qual2k versión 2.07],2011,78,169,,,5.0,Calibration; Modeling; Organic matter; Qual2k v2.07,English; Spanish,"This paper studies the dynamics of organic matter and pollutant load in the most impacted the Frio river located south west of Santander Department. The modeling conditions to minimize the calibration error of parametric variables that support the degradation of the organic load. Hidrogeométrico system information, dissolved oxygen, carbon, nitrogen, pathogens, and weather variables necessary for modeling. The parametric error is calculated using the Monte Carlo algorithm and the likelihood of widespread uncertainty, GLUE, (Generalized Likelihood Uncertainty Estimation). Rates kinetic or parameters display a coefficient of determination (R2) average of 0.88 and 0.92 for variables. The simulation study shows how 61.9 ton.d-1 organic load discharged by 38,3000 people in Floridablanca and Bucaramanga, accumulate in the river 16.85 ton.d-1 changes generating in the balance of dissolved oxygen as a result of increased carbon and organic nitrogen. © 2012 2006, Revista DYNA."
"Jaramillo-Matta A.A., Franco-Mejía E., Guasch-Pesquer L.",37861504800;55668146100;6507027239;,Invariants parameter estimation for an induction motor [Estimación de parámetros invariantes para un motor de inducción],2011,78,169,,,0.0,Induction motors; Parameters estimation; Steady state,English; Spanish,"This paper shows an algorithm that implements a new technique for estimating invariant parameters for the three-phase induction motor with squirrel cage rotor, for two of the most widely used models: single-cage model and double-cage model without loss on the gap. This technique starts only from the manufacturer data, and significantly improves the errors identified in other techniques. The results are compared with experimental data from a three-phase induction motor of 100 hp, and show marked differences between the behavior obtained with the single-cage model and the obtained one with the double-cage model. This difference may affect the performance of applications which include induction motors, such as control systems, analysis, simulation and emulation of electric drives, among others. © 2012 2006, Revista DYNA."
"Garzón S.E.R., Ortiz A.M.Á., Zapata J.C.O., Carmona O.O.",56116187300;56116204100;57198305964;56116007100;,Analysis of rockfall hazard from the study of impact marks on the roadway [Análisis de la amenaza de caída de rocas a partir del estudio de huellas de impacto sobre carreteras],2011,78,169,,,0.0,Asphalt pavement and rock mechanics; Rockfall,English; Spanish,"This paper presents a methodology for the rockfall hazard assessment along roads. The main contribution of this work is to measure and analyze the marks that have been printed on the asphalt pavement, product of previous impacts of rock blocks, and take this information to assess the historical threat, once consolidated the historic threat, from the marks study, we obtained the current threat, using conventional techniques of rock mechanics and finally by integrating the two sources of information, obtain a more accurately knowledge of the magnitude and location of the threat along the road section under study. As a case study is presented the area known as ""La Volcana"", located on K 16+300 of the Guillermo Gaviria Correa road, which connects the city of Medellín with the municipality of Santa Fé de Antioquia in Antioquia Department - Colombia. © 2012 2006, Revista DYNA."
"Pelaez H.C., Betancur M.C., Gomez C.M., Cárdenas A.A.",55027351200;56116185200;56116133000;55027042500;,Ethanol production from cassava flour in simultaneous enzymatic hydrolysis and fermentation system [Producción de etanol a partir de harina de yuca en un sistema de hidrólisis enzimática y fermentación simultánea],2011,78,169,,,1.0,Cassava flour; Ethanol production; SEHF; StargenTM 001,English; Spanish,"The global need for the production of biofuels, has led to explore new strategies process and use alternative raw materials in order to optimize production, for this reason this research is developed in the study of the ethanol production process from flour cassava integrating the stages of enzyme hydrolysis (liquefaction and saccharification) and fermentation simultaneously (HEFS), using the enzyme complex Stargen TM 001. The experimental design was a response surface central composite design with two factors and two levels (temperature: 48 - 80 ° C and agitation: 400 - 600 rpm) in liquefaction stages previous, and then the temperature was adjusted to 37 ° C keeping the other conditions in the integration process of the stages. The experimentation was developed with a solids concentration of cassava flour of 28% w/v, pH 5.3, inoculums of 0.75 g/l of yeast Ethanol Red ®, and an enzyme concentration of 4 ml / l. The temperature is variable with greatest effect on the production of ethanol when compared to the agitation, though; both factors have statistic significance on the response variable. A 64 ° C and 500 rpm is reached an ethanol concentration of 14.6% v/v and a productivity of 2.5 g/lh (at 48 hours of processing). © 2012 2006, Revista DYNA."
"Marín C.E.M., García P.A.G., Lovelle J.M.C., Martínez O.S.",54924464100;56199521500;16637910000;36142256300;,"Application of model-driven engineering (MDA) for the construction of a tool for domain-specific modeling (DSM) and the creation of modules in learning management systems (LMS) platform independent [Aplicación de ingeniería dirigida por modelos (MDA), para la construcción de una herramienta de modelado de dominio específico (DSM) y la creación de módulos en sistemas de gestión de aprendizaje (LMS) independientes de la plataforma]",2011,78,169,,,3.0,Eclipse modeling framework (EMF); Ecore meta-metamodel; Graphical modeling framework (GMF); Meta object facility (MOF); Metamodel; Model-driven architecture (MDA); Moodle,English; Spanish,"The general objective is to make domain-specific modeling for the construction of modules of learning management systems (LMS) platform independent. For this, the start point is a metamodel for the construction a domain specific language (DSL), that with model-driven engineering (MDE) and applying the appropriate transformations are achieved from a independent model platform, the deployment of this model was made in several LMS platforms. © 2012 2006, Revista DYNA."
"Loaiza J.L., Arzola N.",56116011400;12785371200;,Evolution and trends in the development of hand prosthesis [Evolución y tendencias en el desarrollo de prótesis de mano],2011,78,169,,,10.0,Biomechanics; Design; Function; Hand prosthesis; Modeling,English; Spanish,"In this article, the evolution and challenges about the hand prosthesis development are presented. Besides, the main characteristics about the recent international designs, which contain the considerate number of functions, several degrees of freedom and high physical performance are shown. Additionally, some results related to hand prosthesis models and prototypes obtained in Colombia are exposed. At the end, several physical-mathematical models that emulate with the mechanical behavior of the biological tissues are shown and a set of intelligent materials of interest for the hand prosthesis production are identified. As the conclusion, it is stated that this device development in simultaneous engineering environments, where the latest results of bionics, control, automation, new materials and productions techniques could be integrated, will ease the development of the hand prosthesis with the indistinguishable characteristics from the real hand; both in functionality and appearance. © 2012 2006, Revista DYNA."
"Almenara M.D., Vidal J., Mateo A., Fargas G., Camejo F.",6508101295;56263049900;35362290300;12243653300;55027461300;,Empirical expression for the prediction of penetration in butt joints for duplex stainless steel SAF 2205 [Modelos empíricos para la predicción de la geometría del cordón en soldaduras a tope de un acero inoxidable dúplex 2205],2011,78,169,,,2.0,Duplex SAF 2205; Geometry and cordon; Mathematical model; SAW,English; Spanish,"This research shows some empirical models to predict the butt geometry of duplex 2205steel weldment. These models consider the most important operational parameters of the weld: current (I), voltage (E), welding speed (v) and heat input (HI). Different combinations of these parameters were applied for the SAW process. The geometry of the weld metal was measured throughout a 360 ° sweep with 38 measurements for each sample. The models were then validated through control charts. It was observed that increasing the intensity of current and heat input, increases the weld bead geometry, penetration, width and height. The opposite occurs with an increase in the welding speed. © 2012 2006, Revista DYNA."
"Salcedo M. J.G., Galán J.E.L., Pardo L.M.F.",55753315700;55030719000;55030177500;,Evaluation of enzymes for the hydrolysis of waste (leaves and top cane) from the harvest of sugar cane [Evaluación de enzimas para la hidrólisis de residuos (hojas y cogollos) de la cosecha caña de azúcar],2011,78,169,,,0.0,Enzymes; Hydrolysis; Leaves and tops cane; Sugar cane waste,English; Spanish,"The enzymatic hydrolysis of waste (leaves and top cane) from the harvest of sugar cane was evaluated. The substrates were prepared by applying different delignification treatments using enzymes, organic solvents, sodium hydroxide, and sodium chlorite. Wastes with no treatment were used as control. Five mixtures of enzymes were prepared by using the enzymatic activities of the commercial enzymes, and were evaluated in the different substrates. A criterion for evaluating the efficiency of enzymes from progress curves, percentage saccharification and saccharification index, called ""global index of hydrolysis"" was introduced. The results shows that the hydrolysis with E5 enzymatic preparation with the following enzyme activities, hemicelullases: 52.75 global units of /ml, total cellulase: 27.53 FPU / ml, endoglucanase: 1782.1 CMC / ml, exoglucanase: 0.377 UI / ml, β-glucosidase: 550 pUPG U / ml, xylanase: 28.23 UI / ml, galactosidasa: 7.1 UI / ml, manase: 2.76 UI / ml, and ranmanasa: 14.63 UI / ml, and the S3 substrate with 80.53% of cellulose content, 13.35% of hemicellulose, 1,36 % of lignin, and Kappa Number of 5.85 has the highest overall index of hydrolysis,117.16. The study concludes that this enzyme preparation, E5, has greatest potential for the hydrolysis the harvest waste of sugarcane used in this study. © 2012 2006, Revista DYNA."
"Valencia F.Á.M., Botero S.B.",56115959600;6602545131;,Engineering Management: A milestone on management history in Colombia [Ingeniería Administrativa: Un hito en la historia de la administración en Colombia],2011,78,169,,,1.0,Education history; Engineering Management; Management history,English; Spanish,"This paper describes the creation of one of the oldest Engineering Management programs in the world, the undergraduate program of Engineering Management (Ingeniería Administrativa) in the Faculty of Mines, National University of Colombia at Medellin. This program was founded in 1959 and nowadays it is one of the best management programs in the country. This paper analyze the historic background of the School of Mines and its relationship with management, then follows a report of a bibliographic and documentary research on the program creation, analyzing the people and institutions that facilitated it. Following is a synthesis of the process that concluded in the creation in 1960 of the Business Administration Program and EAFIT, the institution that offers it, as a result of the disagreement on the academic orientation of the Engineering Management program. Finally, a description is made of the program development during its first years. © 2012 2006, Revista DYNA."
"Duran H.A.E., Ballesteros D.Y.P., Cataño D.A.L., Rivero P.E., Quintero C.V., Anaya Y.K., Jerez L.M.G.",55027752300;55029162300;56811544600;6602330378;36486841100;56116195000;56116143700;,Adsorption study of proteins on surfaces of poly-lactic acid by using electrochemical and microgravimetric techniques [Estudio de la adsorción de proteínas sobre superficies de acido poliláctico mediante técnicas gravimétricas y electroquímicas],2011,78,169,,,0.0,Adsorption; Bovine serum albumin; Collagen; Electrochemical; Gravimetric; Polymers biodegradables,English; Spanish,"Electrochemical methods were used to promote and evaluate the oriented adsorption of albumin and collagen on polymer surfaces of polylactic acid by applying an anodic overpotential in the range of 0 V to 0.45 V. The adsorption was studied using simultaneous measurements of electrochemical impedance spectroscopy (EIS) and quartz crystal microbalance (QCM) in a temperature range of 25°C to 45°C, and protein variations between 5 and 20 mg/ml phosphate buffer solution of pH 7,4. Increasing protein concentration in the electrolyte reduces resistance to charge transfer associated with the interaction between protein and electrode, thus showing a greater adsorption on the surface, confirmed by the increased mass measured by QCM. With the electrochemical polarization, the hydrophilicity of PLA coating was improved, showing a higher affinity and adsorption capacity with collagen-rich solutions. © 2012 2006, Revista DYNA."
"Filiberto Y., Bello R., Caballero Y., Frías M.",36005412100;12242403000;15520880400;55029739600;,Algorithm to learn clasification rules based on the extended rough set theory [Algoritmo para el aprendizaje de reglas de clasificacion basado en la teoría de los conjuntos aproximados extendida],2011,78,169,,,8.0,Classification rules; Rough set theory; Similarity relations,English; Spanish,"Rough sets have allowed developing several machine learning techniques, among them methods to discover rules of classification. In this paper, we present an algorithm to generate rules of classification based on similarity relations, this allows to apply this method in the case of features with discrete or real domains. The experimental results show a satisfactory performance of this algorithm in comparison with other such as C4.5 and MODLEM. © 2012 2006, Revista DYNA."
"Moraga N.O., Zambra C.E., Torres P.B., Lemus-Mondaca R.A.",6604057819;35319288900;56116090500;57200815958;,"Fluid dynamics, heat and mass transfer modeling by finite volume method for agrofood processes [Modelado de dinámica de fluidos y transferencia de calor y masa en procesos agroalimentarios por método de volúmenes finitos]",2011,78,169,,,2.0,Drying; Forced/mixed convection; Numerical simulation; Preharvest,English; Spanish,"The two-dimensional transient momentum, heat and mass transfer for agrofood processes is described. These processes are: pre-harvest and fruit hot-air dehydration. The methodology includes mathematical modeling and computational simulation to describe conjugate heat and mass convection and diffusion between food and surrounding air. The mathematical model is written in terms of a system built based on the non-linear coupled partial differential equations of continuity, linear momentum, energy and mass. Temperature and concentration dependent fruit thermophysical properties were calculated from empirical models. The finite volume method with the SIMPLE algorithm is used to obtain the results of velocity (v), temperature (T) and moisture concentration (C) distributions in time for the processes studied. The validation procedure includes a comparison with v, T and C experimental and numerical results obtained in the specialized literature. © 2012 2006, Revista DYNA."
Martínez C.R.,56116273000;,The karst system of la Danta (Sonson - Antioquia) Colombia [El sistema karstico de la Danta (Sonsón - Antioquia) Colombia],2011,78,169,,,0.0,Antioquia; Sonson; The karst system of danta,English; Spanish,"The karst system of Danta is located 1.5 km south of the village of Danta, Sonson municipality in southeastern Antioquia department. This is configured by a set of caves which were studied three: La Gruta, Marlene and Heider. This system sets a geological and ecological enclave of great importance to the department which is being affected by various environmental impacts, mining being the main trail of damage. © 2012 2006, Revista DYNA."
"Jorge Iván Gómez G., Francisco Javier Castrillón M., Julio César Jaramillo M.",56116186800;56115957200;56115962000;,"Course of ""Static"" in Mechanical Engineering and similar programs in Medellín: Degree of learning [Nivel de aprendizaje de la ""Estática"" en Ingenieria Mecánica y carreras afines en Medellín]",2011,78,169,,,0.0,Bloom's taxonomy; Level of learning; Mechanical engineering; Medellin; Statics,English; Spanish,"It was evaluated the level of learning of a Mechanical Engineering-Statics course in the city of Medellin. To this end, a written test with multiple-choice questions was developed. The test was taken by 42 students sampled from those who had passed the subject in the first terms of 2007 and 2008 at six academic institutions in the city. The test results, considering the average score, show how the teaching-learning process does not meet the minimum requirements to pass a subject, according to the grading system followed in undergraduate programs in Colombia. © 2012 2006, Revista DYNA."
"Aquino E., Prieto F., Galán C.A., González C.A., Barrado E., Medina J.",54584881800;7006586759;57213140138;55763791435;7004404692;7402370526;,"Ferrite of Cd, Pb and Mn, synthesis and characterization hydrochemical way [S?ntesis y caracterización de ferritas de Cd, Pb y mn vía hidroquímica]",2011,78,167,78.0,86.0,2.0,Crystalline Field; Ferrous Ions; Hydrochemical Route; Spinels,English; Spanish,"The objective of the present work was to obtain by hydrochemical route and under optimized conditions, Cd, Pb and Mn and to compare its chemical, physicochemical and stoichiometric characteristics. There were prepared dissolutions from these metals to 1 g/L, he was added FeSO4.7H2O for a molar relation 15:1 [Fe2+]/[Me2+], it was kept to pH of 10 and 60°C in baths. There was corroborated that the process of ferrite formation in situ under optimal conditions, allows to eliminate heavy metals like the evaluated ones of watery means, with efficiencies superiors to 98%. Also hey are managed to obtain defined stoichiometries that allow to propose the reaction mechanisms which they take place, every time they can be justified from the obtained stoichiometries and by the different techniques used in its characterization. They have been possible to explain the mechanisms of substitution of the Fe2+ ions by bivalents metals like studied in the inverse spinel structures of these ferrites and their correlation with the magnetic properties of the same."
"Arredondo L.H.S., Ramos C.D.M., Díaz Jr. V.V.",56367113200;56116327900;56116364800;,"Characterization geostatistic of stress in a petroleum field: Case study Cupiagua field, Colombia [Caracterización geoestadística de esfuerzos en un campo de petróleo: Caso de estudio campo Cupiagua, Colombia]",2011,78,167,96.0,102.0,0.0,Azimuth; Geostatistics; Horizontal Minimum Stress; Oil Field,English; Spanish,"The objective of this work is the estimation of azimuth of the horizontal minimum stress (AHMS) in the North zone of the Cupiagua field, located in the Piedemonte Llanero, using like fundamental tool the geostatistics. The methodology for the data's treatment consisted of the conversion of the azimuthal values (circular variable) to numeric data by means of the sine function with the purpose to avoid incompatibilities in the error's measurement. The geostatístics analysis showed that the space variability of the data is concurrent with an effect nugget of 0, 0017 plus an exponential model with equal sill to 0, 0087 and an infl uence range of 7874 feet. The direction of the AHMS, considered by the ordinary block kriging method, indicated that values AHMS vary between 11°- 65°, with a value average of 34°, where as the estimation error varies between 2° and 7°. The obtained results allowed differentiating two fields from direction of different horizontal minimum stress: one to the north, where the AHMS tends to values inferior to 40° and they represent 75% of the calculated data; where as 25% of the remaining data surpass the values obtained in the north, probably had to a greater structural complexity of the zone."
"Jaramillo J.C.B., Pellegrini L.F., de Oliveira Jr. S.",56116349500;56243322200;57209236771;,Exergoeconomic comparison of absorption refrigeration systems including a hibrid absorption-ejecto compression chiller [Comparación exergoeconómica de sistemas de refrigeración por absorción incluyendo un chiller de absorción-eyecto compresión],2011,78,168,81.0,89.0,2.0,Absorption ejecto-compression chiller; Exergoeconomic analysis; Hybrid refrigeration system,English; Spanish,"The study of absorption refrigeration systems has had increasing importance in recent years due to the fact that the primary energy that is used in an absorption system can be heat available from a residual source or even a renewable one. Therefore, these systems not only use energy that would be rejected by the environment, but also they avoid the consumption of expensive fossil or electrical energies. The production cost of the mechanical work necessary to obtain a kW of refrigeration for mechanical compression cycle is normally higher than the cost for recovering the needed heat to obtain the same kW in an absorption cycle. Also, the use of these systems reduces impact on the environment by decreasing the emission of CO2. We intend to show the performance of a hybrid absorption-ejecto compression chiller compared to conventional double- and single-effect water/lithium bromide systems, by means of an exergetic and exergoeconomic analysis of these configurations in order to calculate the exergy-based cost of a final product. The vapor compression refrigeration system is included in the results, as a comparisson to the performance of the absorption refrigeration systems analyzed."
"Mejia E.F., Pasos C.A.V., Gonzalez J.A.",15926146400;56116380500;56116342000;,Automation and control of a cross-flow micro-filtration plant: Application to tropical fruits processing [Automatización y control de una planta piloto de microfiltración tangencial: Aplicación al procesamiento de frutas tropicales],2011,78,168,133.0,138.0,0.0,Automation; Cross-flow micro-filtration,English; Spanish,"This paper presents the results of an applied approach to the automation of a micro-filtration plant used for the treatment of tropical fruit juices. Based on the assessment of the operation conditions of the original plant, through the analysis of the variables and control loops, the instruments selected for the automation and control of the operation variables and the computational tool used for the acquisition and data registry are described. In addition, the plant subsystems control loops adjustment methodology, which is based on reaction curves and heuristic techniques, is shown."
"Trujillo C., Garcia-Sucerquia J.",36814573300;55912359300;,Graphics processing units: More than the pathway to realistic video-games [unidades de procesamiento gráfico: Más que la ruta hacia juegos de video con realidad visual y de movimiento],2011,78,168,164.0,172.0,6.0,CUDA™; Diffraction integrals; Graphics processing units; Numerical hologram reconstruction; Parallel programming; Processing thread; Single instruction multiple data (SIMD),English; Spanish,"The huge video games market has propelled the development of hardware and software focused on making the game environment more realistic. Among such developments are graphics processing units (GPUs). These devices are intended to alleviate the central processing unit (CPU) of the host computer from the computation that creates ""life"" for video games. The GPUs reach this goal with the use of multiple computation cores operating on a parallel architecture. Such features have made the GPUs attractive for more than the development of video games. In this paper, a brief description of the features of compute unified device architecture (CUDA™), a GPU parallel computing architecture, is presented. The application of GPUs on the numerical reconstruction of holograms from a digital in-line holographic microscope is shown. Upon the completion of this experiment, we reached an 11-fold acceleration with respect to the same calculation done on a typical CPU."
"Ruiz S.O., Morales Y.O.",57147316000;36154964800;,Analysis of natural gas trade between Colombia and Venezuela [Análisis del comercio de gas entre colombia y venezuela],2011,78,167,27.0,35.0,0.0,Colombia; Gas trade; Natural gas market; Oligopoly; Spatial market equilibrium,English; Spanish,"A spatial equilibrium model is proposed and built to analyze the possible gas trades between Colombia and other regional markets. The model includes domestic demand, supply and transportation network constraints, as well as imports and exports. The model captures the oligopolistic strcuture of gas supply in Colombia and balances demand and supply using a spatial oligopoly model based on a Cournot game. Modeled fl ows indicate that initial impacts of exports from Colombia to Venezuela are low and that future imports from Venezuela increase Colombia's gas supply security as well as competition among gas producers."
"Arenas G.N., Plata A.P., Martínez J.A.H.",56116356500;56116332600;7404312573;,Chitosan-modified bentonitic clay for biodegradable composite materials [Arcilla bentonítica modificada con quitosano para materiales compuestos biodegradables],2011,78,167,59.0,65.0,0.0,Biopolymers; Chitosan; Clay; Composite materials; Montmorillonite; Organobentonite,English; Spanish,"The modification of a Colombian montmorillonite-type clay with a policationic biopolymer -chitosan- was studied, and the effect of the molecular weight of the modifier on the effectiveness of the modification treatment was evaluated. A Na-montmorillonite clay was used as starting material, which was subjected to a specially developed modification treatment with different concentrations of high and low-molecular weight chitosan. Samples of modified clay were analyzed by X-Ray Diffraction, Fourier Transform Infrared Spectroscopy (FTIR), and Thermogravimetric Analysis (TGA) in order to identify the possible effects of the modification treatment on the structure of the clay. The results showed a direct relation between the increase in the interlayer spacing of the modified clay and the concentration of chitosan, finding a maximum increase of 1,559 nm for a 2:1 ratio of low molecular weight chitosan:clay. In general, a greater interlayer separation of the clay was detected when low-molecular weight chitosan was used as modifier, compared to that of high-molecular weight chitosan, even though an effective integration of modifying agent to the structure of the clay was observed in both cases. IR analysis of the modified clay made evident the presence of CH, NH2+, CH2 y NH from the chitosan, while TG analysis suggested some degree of hydrofobicity linked to the presence of chitosan, these aspects being of great importance for the application of these materials as reinforcement in biodegradable polymeric films."
"Rosas A.A.G., Luz Marina Ocampo C.",56116330500;36559979700;,Evaluation of the corrosion resistance of systems epoxy zinc rich primer/polysiloxane topcoat by means of electrochemical impedance spectroscopy [Evaluacion de la resistencia a la corrosion del sistema primer epoxico rico en zinc/acabado polisiloxano por medio de espectroscopia de impedancia electroquimica],2011,78,167,87.0,95.0,2.0,Accelerated test; Corrosion; Impedance; Polysiloxane; Zinc rich epoxy,English; Spanish,"In this work was studied the epoxy zinc rich primer / polysiloxane topcoat system on hot rolled carbon steel. This system was exposed in accelerated corrosion testing chambers (total immersion, salt fog, corrosion cycle and prohesion) for 5000 hours. The specimens under study were evaluated every 20 days by electrochemical impedance spectroscopy and at the end of the test were performed visual checks and optical microscopy to see la morphology of the metal- coating interface and Raman microspectroscopy to identify the presence of corrosion products. The impedance results were simulated by equivalent electrical circuits. The modules impedance were about 1011 Ω.cm2 in prohesión, 1010 Ω.cm2 in corrosion cycle, 109 Ω.cm2 in salt fog and in total inmersion (10-2M NaCl and Na2SO 10-2 M). This system had an excellent behavior during the test, with high resistance of film and charge transfer and low capacitance of film and double layer."
"Ibarra R.B., Hoyos J.M., Molina C.J.",56116361600;55875085500;56507441700;,Decision strategies for evaluating pedestrian accessibility [Estrategias de decisión para evaluar la accesibilidad peatonal],2011,78,168,28.0,35.0,8.0,Fuzzy set theory; Geographic information systems (GISs); Multicriteria evaluation; Ordered weighted averaging (OWA),English; Spanish,"Weighted linear combination and ordered weighted averaging mathematical operators were applied in the evaluation of pedestrian accessibility at the Universidad del Valle, Meléndez campus. These operators belong to fuzzy set techniques that permit the evaluation of criteria whose domains are not clearly defi ned, identifying for these membership levels of selected variables and accepting the aggregation of different types of information. Five evaluation scenarios were considered: pessimistic, moderately pessimistic, neutral, moderately optimistic, and optimistic. For the cartographic visualization of accessibility, the interpolation of the results is carried out by means of the inverse distance weighting method, generating thematic maps for each evaluation scenario. The application of these methods provides an effective tool for the management and analysis of a great range of spatially referenced data in the decision making process."
"Jimenez-Hernandez H., Salas J.",56013593700;55989810400;,Motion detection on fixed cameras subject to vibration [Detección de movimiento en cámaras fijas sujetas a vibracion],2011,78,168,36.0,44.0,0.0,Dynamic selection of features; Motion detection; Vibrations,English; Spanish,"This article presents a new method for detecting moving objects in fixed cameras that undergo unexpected motion due to vibration. In our approach, the vibration is automatically compensated for using a dynamically-selected set of trackable features, computing frame-to-frame homographies while preventing numerical degeneracy. One of the most noteworthy characteristics of our method is its ability to withstand occlusions. The robustness of the method is demonstrated in situations where a monitoring camera is subject to vibrations due to inclement weather conditions, such as rain or wind, or other outdoor operating conditions, including vehicles passing nearby."
"Rodriguez-Gutiérrez J.A., Darío Aristizábal-Ochoa J.",6507080243;23026534700;,"A general analytical approach for prestressed and non-prestressed concrete beam-columns reinforced with bonded and unbonded composites: (I) Theory [Metodo analitico general para vigas-columnas de hormigon preesforzado y no preesforzado reforzadas con ""Composites"" adheridos y no adheridos: (I) Teoria]",2011,78,168,19.0,27.0,2.0,Axial load; Beam; Column; Composite materials; Concrete-filled tube; Deflections; Fiber reinforced polymers (FRP); High-strength concrete; Prestressed concrete,English; Spanish,"An analytical method that determines the short and long-term response of prestressed and non-prestressed concrete beam-columns reinforced with any combination of FRP bars or/and plates, steel rebars, bonded and/or unbonded prestressed tendons is proposed. Beams and columns encased with FRP fabrics and FRP tubes filled with concrete are covered with the proposed model. The effects of tension stiffening, creep and shrinkage of the concrete, and the relaxation of the prestressed steel reinforcement are considered. The models proposed by Vecchio and Collins [1] and by Popovics [2, 3] for the stress-strain relationships of the concrete in tension and compression are adopted, respectively. The strain-stress relationships of the steel and FRP reinforcements are modeled using multiple straight lines (polygonal lines). The method of the fibers (modified) is used to calculate the moment-curvature diagrams at different levels of the applied axial load (i.e., the M-P-Φ curves), and the Gauss method of integration (for the sum of the contributions of the fibers parallel to the neutral axis) to calculate the lateral rotations and deflections along the span of the beam-column. The validity of the proposed model and corresponding equations were tested against experimental data available in the technical literature (see part II of this publication)."
